Timestamp,Epoch,Avg_Reward,Avg_Reversal,Num_Eval_Episodes
2025-03-24 07:32:39,3650,31.1,22.3,20
2025-03-24 07:33:45,3660,30.8,22.4,20
2025-03-24 07:34:51,3670,31.7,22.1,20
2025-03-24 07:35:57,3680,32.3,21.9,20
2025-03-24 07:37:04,3690,31.7,22.1,20
2025-03-24 07:38:10,3700,31.95,22.05,20
2025-03-24 07:39:16,3710,32.3,21.9,20
2025-03-24 07:40:22,3720,30.95,22.35,20
2025-03-24 07:41:28,3730,30.5,22.5,20
2025-03-24 07:42:34,3740,30.75,22.45,20
2025-03-24 07:43:41,3750,30.8,22.4,20
2025-03-24 07:44:47,3760,30.05,22.65,20
2025-03-24 07:45:53,3770,31.7,22.1,20
2025-03-24 07:46:58,3780,31.5,22.2,20
2025-03-24 07:48:04,3790,31.25,22.25,20
2025-03-24 07:49:10,3800,30.35,22.55,20
2025-03-24 07:50:16,3810,31.25,22.25,20
2025-03-24 07:51:21,3820,31.55,22.15,20
2025-03-24 07:52:26,3830,31.0,22.4,20
2025-03-24 07:53:32,3840,29.9,22.7,20
2025-03-24 07:54:37,3850,30.8,22.4,20
2025-03-24 07:55:43,3860,30.2,22.6,20
2025-03-24 07:56:49,3870,31.1,22.3,20
2025-03-24 07:57:55,3880,31.1,22.3,20
2025-03-24 07:59:01,3890,33.35,21.55,20
2025-03-24 08:00:06,3900,31.7,22.1,20
2025-03-24 08:01:12,3910,32.45,21.85,20
2025-03-24 08:02:18,3920,30.05,22.65,20
2025-03-24 08:03:24,3930,32.85,21.75,20
2025-03-24 08:04:31,3940,32.15,21.95,20
2025-03-24 08:05:37,3950,31.8,22.1,20
2025-03-24 08:06:43,3960,31.1,22.3,20
2025-03-24 08:07:50,3970,31.55,22.15,20
2025-03-24 08:08:56,3980,32.15,21.95,20
2025-03-24 08:10:01,3990,31.7,22.1,20
2025-03-24 08:11:14,4000,31.7,22.1,20
2025-03-24 08:12:36,4010,31.25,22.25,20
2025-03-24 08:13:52,4020,30.8,22.4,20
2025-03-24 08:15:13,4030,33.05,21.65,20
2025-03-24 08:16:31,4040,31.7,22.1,20
2025-03-24 08:17:47,4050,31.95,22.05,20
2025-03-24 08:19:03,4060,32.0,22.0,20
2025-03-24 08:20:20,4070,31.7,22.1,20
2025-03-24 08:21:36,4080,32.0,22.0,20
2025-03-24 08:22:52,4090,31.7,22.1,20
2025-03-24 08:24:08,4100,31.1,22.3,20
2025-03-24 08:25:24,4110,32.9,21.7,20
2025-03-24 08:26:39,4120,31.1,22.3,20
2025-03-24 08:27:56,4130,30.95,22.35,20
2025-03-24 08:29:13,4140,31.85,22.05,20
2025-03-24 08:30:30,4150,31.4,22.2,20
2025-03-24 08:31:47,4160,30.95,22.35,20
2025-03-24 08:33:04,4170,30.8,22.4,20
2025-03-24 08:34:21,4180,30.2,22.6,20
2025-03-24 08:35:37,4190,30.35,22.55,20
2025-03-24 08:36:54,4200,32.15,21.95,20
2025-03-24 08:38:10,4210,31.7,22.1,20
2025-03-24 08:39:26,4220,32.15,21.95,20
2025-03-24 08:40:43,4230,31.4,22.2,20
2025-03-24 08:41:59,4240,30.35,22.55,20
2025-03-24 08:43:14,4250,33.15,21.65,20
2025-03-24 08:44:31,4260,32.0,22.0,20
2025-03-24 08:45:47,4270,30.65,22.45,20
2025-03-24 08:47:03,4280,31.1,22.3,20
2025-03-24 08:48:19,4290,32.0,22.0,20
2025-03-24 08:49:35,4300,29.15,22.95,20
2025-03-24 08:50:57,4310,32.45,21.85,20
2025-03-24 08:52:16,4320,31.1,22.3,20
2025-03-24 08:53:37,4330,30.35,22.55,20
2025-03-24 08:55:01,4340,30.5,22.5,20
2025-03-24 08:56:29,4350,30.95,22.35,20
2025-03-24 08:58:04,4360,31.4,22.2,20
2025-03-24 08:59:36,4370,31.7,22.1,20
2025-03-24 09:01:04,4380,31.55,22.15,20
2025-03-24 09:02:41,4390,32.6,21.8,20
2025-03-24 09:03:53,4400,30.65,22.45,20
2025-03-24 09:05:17,4410,30.05,22.65,20
2025-03-24 09:06:42,4420,32.45,21.85,20
2025-03-24 09:08:03,4430,30.05,22.65,20
2025-03-24 09:09:11,4440,32.7,21.8,20
2025-03-24 09:10:37,0,27.85,23.45,20
2025-03-24 09:11:54,10,31.05,22.35,20
2025-03-24 09:13:08,20,28.25,23.25,20
2025-03-24 09:14:24,30,27.3,23.6,20
2025-03-24 09:15:35,40,26.75,23.75,20
2025-03-24 09:16:54,50,26.45,23.85,20
2025-03-24 09:18:04,60,27.35,23.55,20
2025-03-24 09:19:16,70,27.05,23.65,20
2025-03-24 09:20:29,80,29.15,22.95,20
2025-03-24 09:21:40,90,29.8,24.0,20
2025-03-24 09:22:55,100,29.5,24.1,20
2025-03-24 09:24:10,110,31.45,23.45,20
2025-03-24 09:25:22,120,28.95,24.35,20
2025-03-24 09:26:36,130,26.4,25.2,20
2025-03-24 09:27:42,140,28.8,24.4,20
2025-03-24 09:28:47,150,28.65,24.45,20
2025-03-24 09:29:54,160,30.45,23.85,20
2025-03-24 09:31:05,170,31.05,23.65,20
2025-03-24 09:32:17,180,28.65,24.45,20
2025-03-24 09:33:27,190,27.0,25.0,20
2025-03-24 09:34:38,200,27.8,24.7,20
2025-03-24 09:35:49,210,28.8,24.4,20
2025-03-24 09:37:03,220,25.05,25.55,20
2025-03-24 09:38:12,230,25.4,25.5,20
2025-03-24 09:39:17,240,29.9,24.0,20
2025-03-24 09:40:32,250,30.0,24.0,20
2025-03-24 09:41:44,260,29.95,23.95,20
2025-03-24 09:42:52,270,30.0,24.0,20
2025-03-24 09:44:01,280,30.15,23.95,20
2025-03-24 09:44:41,0,23.7,22.1,20
2025-03-24 09:45:54,10,19.8,23.4,20
2025-03-24 09:47:14,20,19.65,23.25,20
2025-03-24 09:48:26,30,19.9,23.2,20
2025-03-24 09:49:38,40,19.45,23.15,20
2025-03-24 09:50:53,0,24.95,21.05,20
2025-03-24 09:52:06,10,29.8,19.4,20
2025-03-24 09:53:34,0,76.3,61.5,20
2025-03-24 09:54:08,0,74.55,61.85,20
2025-03-24 09:55:48,10,73.9,62.2,20
2025-03-24 09:57:27,20,73.15,62.35,20
2025-03-24 09:59:20,30,75.6,61.5,20
